AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
0.84,0.11,0.4,-16.0,-16.0,16.0,35.23,Derecha
0.35,0.58,0.56,16.0,16.0,-16.0,35.25,Frente
0.09,0.49,0.83,-12.32,16.0,-9.37,35.25,Abajo
-0.37,0.43,0.39,16.0,16.0,-16.0,35.22,PosiciÃ³n No VÃ¡lida
-0.69,0.16,0.61,16.0,16.0,8.83,35.22,Izquierda
-0.66,0.08,0.14,16.0,16.0,-16.0,35.22,Izquierda
-0.94,0.15,0.1,-16.0,-16.0,16.0,35.25,Izquierda
-0.56,0.27,0.61,16.0,-16.0,16.0,35.23,Izquierda
0.56,0.41,0.63,-16.0,-16.0,16.0,35.25,Derecha
0.54,0.07,0.1,-5.51,-16.0,16.0,35.22,Derecha
0.8,0.48,0.64,-1.06,16.0,-16.0,35.24,Derecha
0.26,0.26,0.72,16.0,16.0,-16.0,35.25,PosiciÃ³n No VÃ¡lida
-0.19,0.6,1.1,-16.0,-16.0,16.0,35.2,Abajo
0.42,-0.05,0.7,-16.0,-16.0,16.0,35.22,PosiciÃ³n No VÃ¡lida
1.07,-0.26,-0.34,16.0,-16.0,16.0,35.22,Derecha
0.97,0.48,0.99,16.0,16.0,-16.0,35.27,Abajo
0.07,0.24,1.14,-16.0,16.0,-13.95,35.23,Abajo
-0.69,0.41,0.57,16.0,16.0,-16.0,35.27,Izquierda
-0.38,0.03,-0.57,16.0,16.0,16.0,35.21,PosiciÃ³n No VÃ¡lida
-0.76,0.6,0.3,-16.0,-16.0,16.0,35.24,Frente
-0.05,0.62,1.43,16.0,-16.0,16.0,35.22,Abajo
0.75,0.26,0.65,-16.0,-16.0,16.0,35.25,Derecha
0.63,0.2,-0.19,13.62,16.0,-14.1,35.2,Derecha
0.39,0.29,-0.06,16.0,16.0,-16.0,35.23,PosiciÃ³n No VÃ¡lida
0.01,1.27,0.49,16.0,-16.0,7.07,35.23,Frente
0.13,0.31,-0.84,16.0,11.1,4.54,35.22,PosiciÃ³n No VÃ¡lida
-0.07,0.97,0.89,-16.0,16.0,2.37,35.21,Abajo
-0.24,0.07,0.86,-16.0,16.0,-16.0,35.23,Abajo
-0.2,-0.68,0.69,-16.0,16.0,-16.0,35.23,AtrÃ¡s
0.09,-0.94,-0.09,-16.0,-16.0,-2.23,35.22,AtrÃ¡s
-0.13,-0.59,0.91,16.0,16.0,16.0,35.23,Abajo
-0.1,0.84,0.84,16.0,-16.0,4.49,35.21,Abajo
0.11,0.24,-0.45,16.0,-11.45,16.0,35.23,PosiciÃ³n No VÃ¡lida
0.0,0.41,-0.82,-16.0,-16.0,-16.0,35.21,PosiciÃ³n No VÃ¡lida
-0.36,0.64,0.79,-16.0,-16.0,1.22,35.23,Frente
-0.07,-0.84,1.05,-16.0,-0.95,-16.0,35.22,Abajo
-0.0,-0.72,-0.16,-16.0,16.0,-16.0,35.22,AtrÃ¡s
-0.26,-0.92,0.26,16.0,-16.0,16.0,35.24,AtrÃ¡s
-0.39,-0.25,1.27,16.0,10.99,16.0,35.24,Abajo
-0.26,0.82,0.43,16.0,-16.0,16.0,35.24,Frente
0.2,0.46,-0.66,16.0,-13.9,0.63,35.23,PosiciÃ³n No VÃ¡lida
-0.11,1.71,0.63,-16.0,16.0,-16.0,35.21,Frente
-0.72,0.21,0.7,-16.0,16.0,-16.0,35.25,Izquierda
-0.75,0.05,0.29,16.0,16.0,-16.0,35.21,Izquierda
-0.47,-0.04,-0.45,16.0,7.64,-16.0,35.2,PosiciÃ³n No VÃ¡lida
-1.22,0.47,0.22,-16.0,-16.0,16.0,35.23,Izquierda
0.11,0.06,0.46,-16.0,-16.0,16.0,35.22,PosiciÃ³n No VÃ¡lida
0.6,-0.15,1.13,-15.16,-16.0,-3.9,35.23,Abajo
0.69,-0.12,0.15,-16.0,-16.0,-3.53,35.24,Derecha
0.98,-0.02,-0.1,1.76,16.0,0.19,35.21,Derecha
-0.28,-0.03,0.91,16.0,16.0,-16.0,35.2,Abajo
-0.81,0.25,1.13,16.0,16.0,-15.95,35.24,Abajo
-0.24,0.12,-0.25,16.0,16.0,-16.0,35.22,PosiciÃ³n No VÃ¡lida
-1.4,0.19,0.02,-16.0,-16.0,-3.76,35.2,Izquierda
-0.27,0.0,-0.09,7.53,-16.0,16.0,35.21,PosiciÃ³n No VÃ¡lida
0.19,0.14,2.0,-16.0,16.0,16.0,35.23,Abajo
0.58,0.13,0.54,-16.0,-16.0,16.0,35.19,Derecha
0.61,-0.29,-0.24,-16.0,-16.0,-16.0,35.2,Derecha
1.07,0.13,-0.09,16.0,16.0,-16.0,35.2,Derecha
0.37,0.35,1.22,-16.0,16.0,-16.0,35.22,Abajo
-0.78,0.33,1.0,-16.0,16.0,-16.0,35.2,Abajo
-0.58,-0.21,-0.2,16.0,16.0,-2.54,35.22,Izquierda
-0.82,-0.18,-0.18,-16.0,-16.0,13.66,35.19,Izquierda
-0.43,0.16,0.41,-16.0,-16.0,16.0,35.2,PosiciÃ³n No VÃ¡lida
0.17,0.3,1.58,16.0,-16.0,-3.03,35.19,Abajo
0.69,0.21,0.68,-16.0,-16.0,16.0,35.19,Derecha
0.68,-0.14,-0.23,11.25,7.64,-9.51,35.18,Derecha
0.75,0.69,0.38,16.0,16.0,-16.0,35.22,Frente
0.22,0.87,-0.41,16.0,16.0,-16.0,35.2,Frente
0.3,0.0,-0.98,16.0,-16.0,11.37,35.2,PosiciÃ³n No VÃ¡lida
-0.05,0.6,-0.82,-16.0,16.0,16.0,35.23,Frente
-0.15,0.7,0.6,-16.0,16.0,-14.05,35.21,Frente
-0.18,-0.21,0.9,-16.0,-13.3,-16.0,35.15,Abajo
0.13,-0.82,-0.3,-16.0,16.0,16.0,35.21,AtrÃ¡s
-0.42,-1.12,0.28,16.0,-16.0,1.66,35.22,AtrÃ¡s
-0.15,0.08,0.98,16.0,-16.0,-16.0,35.2,Abajo
-0.13,0.97,-0.11,16.0,-16.0,-14.5,35.21,Frente
0.47,-0.1,-1.09,-16.0,-16.0,-14.69,35.2,PosiciÃ³n No VÃ¡lida
1.04,1.61,1.27,-16.0,-16.0,16.0,35.19,Abajo
0.26,-0.63,1.46,-16.0,-16.0,16.0,35.19,Abajo
0.31,-1.13,0.11,-16.0,-16.0,16.0,35.22,AtrÃ¡s
-0.07,-0.62,0.63,16.0,13.7,-16.0,35.21,AtrÃ¡s
0.52,0.13,1.6,16.0,-16.0,16.0,35.24,Abajo
0.14,0.7,-0.09,16.0,-16.0,16.0,35.16,Frente
0.2,-0.27,-1.18,-16.0,-16.0,-16.0,35.17,PosiciÃ³n No VÃ¡lida
0.53,0.11,0.91,-16.0,16.0,16.0,35.19,Abajo
0.76,0.11,1.42,16.0,-16.0,-16.0,35.17,Abajo
0.65,-0.2,-0.1,16.0,-16.0,-8.78,35.24,Derecha
0.29,0.15,-0.55,-11.43,16.0,-14.2,35.18,PosiciÃ³n No VÃ¡lida
0.51,0.15,1.02,16.0,16.0,-16.0,35.17,Abajo
-0.38,0.19,0.98,-16.0,16.0,16.0,35.18,Abajo
-0.93,0.09,-0.04,16.0,16.0,-16.0,35.21,Izquierda
-0.49,-0.02,-0.23,3.85,16.0,-1.45,35.21,PosiciÃ³n No VÃ¡lida
-1.03,0.57,0.46,-16.0,-16.0,16.0,35.17,Frente
0.21,0.37,0.51,16.0,-16.0,16.0,35.18,PosiciÃ³n No VÃ¡lida
1.68,0.03,0.82,-15.45,-16.0,16.0,35.15,Abajo
0.3,-0.12,-0.33,-13.42,-16.0,16.0,35.19,PosiciÃ³n No VÃ¡lida
0.75,0.41,1.52,16.0,16.0,-16.0,35.17,Abajo
0.04,0.07,1.06,16.0,16.0,16.0,35.19,Abajo
-0.78,0.25,0.84,16.0,16.0,-16.0,35.16,Abajo
-0.56,0.0,-0.41,16.0,16.0,10.88,35.2,Izquierda
-0.92,0.24,-0.09,-16.0,-16.0,16.0,35.18,Izquierda
-0.73,0.4,1.03,16.0,-16.0,16.0,35.18,Abajo
0.55,0.16,0.87,8.63,-16.0,5.32,35.14,Abajo
0.91,0.02,-0.01,-3.01,-16.0,16.0,35.18,Derecha
1.52,-0.04,0.01,16.0,16.0,-16.0,35.16,Derecha
0.45,0.46,0.16,16.0,16.0,-16.0,35.17,PosiciÃ³n No VÃ¡lida
0.22,0.77,-0.5,16.0,-10.81,-16.0,35.16,Frente
0.16,-0.17,-1.09,16.0,-16.0,-4.1,35.17,PosiciÃ³n No VÃ¡lida
-0.17,0.71,-0.38,-16.0,16.0,-1.95,35.16,Frente
-0.18,0.85,0.73,-16.0,-16.0,16.0,35.16,Frente
-0.2,-0.76,0.66,-16.0,16.0,-16.0,35.16,AtrÃ¡s
-0.15,-0.89,-0.31,-16.0,16.0,16.0,35.14,AtrÃ¡s
-0.37,-0.89,0.17,16.0,-16.0,16.0,35.19,AtrÃ¡s
-0.24,0.15,0.98,16.0,-16.0,15.12,35.18,Abajo
-0.19,1.0,-0.09,16.0,-16.0,16.0,35.16,Frente
0.27,-0.51,-1.07,16.0,-16.0,16.0,35.16,AtrÃ¡s
-0.02,0.54,0.09,-16.0,16.0,16.0,35.14,Frente
-0.06,0.45,1.0,-16.0,15.96,12.39,35.16,Abajo
0.37,-0.28,0.84,-8.38,-16.0,13.56,35.16,Abajo
1.43,-0.26,0.49,16.0,-16.0,-10.1,35.13,Derecha
0.6,0.0,-0.34,-6.44,-16.0,-16.0,35.14,Derecha
0.92,-0.05,0.63,16.0,16.0,-16.0,35.14,Derecha
0.55,0.48,1.72,-16.0,16.0,16.0,35.13,Abajo
-0.64,0.13,1.03,10.37,16.0,0.29,35.14,Abajo
-0.55,0.11,-0.32,16.0,16.0,-16.0,35.13,Izquierda
-1.05,0.12,0.52,-16.0,-16.0,16.0,35.14,Izquierda
0.05,0.05,0.56,-1.61,-16.0,16.0,35.13,PosiciÃ³n No VÃ¡lida
0.44,0.28,0.95,-6.62,-16.0,16.0,35.13,Abajo
1.35,-0.09,0.13,7.4,-16.0,16.0,35.13,Derecha
0.71,0.0,-0.19,-16.0,16.0,-16.0,35.14,Derecha
-0.12,0.24,1.11,-16.0,16.0,16.0,35.16,Abajo
-0.39,0.76,0.63,16.0,-16.0,16.0,35.14,Frente
0.21,0.19,-0.46,16.0,-16.0,16.0,35.17,PosiciÃ³n No VÃ¡lida
-0.04,0.7,-1.3,-16.0,-16.0,-11.22,35.11,Frente
0.02,-0.17,0.82,16.0,16.0,-16.0,35.2,Abajo
-0.29,0.25,0.8,-16.0,-16.0,-16.0,35.15,Abajo
-0.14,-0.78,0.15,-16.0,-0.27,16.0,35.14,AtrÃ¡s
-0.38,-0.68,0.72,16.0,-16.0,16.0,35.16,AtrÃ¡s
-0.02,0.9,0.5,16.0,16.0,-7.22,35.16,Frente
-0.01,0.24,-0.44,16.0,16.0,16.0,35.11,PosiciÃ³n No VÃ¡lida
-0.06,0.53,-0.72,-16.0,-16.0,16.0,35.11,Frente
-0.19,0.17,0.58,-16.0,16.0,-16.0,35.12,PosiciÃ³n No VÃ¡lida
0.08,-0.04,0.78,16.0,-16.0,10.78,35.13,PosiciÃ³n No VÃ¡lida
1.15,-0.05,-0.2,-10.5,-16.0,-3.81,35.12,Derecha
0.68,-0.12,0.7,-16.0,16.0,-16.0,35.12,Derecha
-0.28,-0.05,1.14,-6.1,16.0,-16.0,35.15,Abajo
-0.17,0.54,0.19,16.0,16.0,-16.0,35.13,Frente
-1.02,0.04,-0.02,-16.0,-16.0,-16.0,35.11,Izquierda
-0.59,0.33,0.38,-16.0,-16.0,16.0,35.13,Izquierda
0.56,0.03,0.84,-16.0,-16.0,8.29,35.16,Abajo
1.14,-0.19,0.33,-16.0,-16.0,-10.73,35.13,Derecha
0.6,0.16,1.16,16.0,16.0,-16.0,35.12,Abajo
-0.61,-0.23,0.55,-11.22,16.0,-16.0,35.12,Izquierda
-0.95,0.29,0.17,16.0,16.0,12.1,35.12,Izquierda
-0.5,0.29,0.21,-16.0,-16.0,16.0,35.12,Izquierda
0.39,0.34,0.95,-3.09,-16.0,16.0,35.12,Abajo
0.9,-0.13,-0.27,-16.0,-16.0,16.0,35.11,Derecha
0.99,-0.17,0.09,16.0,16.0,-16.0,35.09,Derecha
0.59,0.8,0.51,16.0,0.45,-16.0,35.14,Frente
0.3,0.33,-0.58,16.0,2.22,-16.0,35.11,PosiciÃ³n No VÃ¡lida
0.11,0.37,-0.99,-16.0,2.99,-16.0,35.11,PosiciÃ³n No VÃ¡lida
-0.08,0.89,0.47,-16.0,16.0,-16.0,35.11,Frente
-0.41,-0.31,0.84,-16.0,16.0,-3.17,35.13,Abajo
-0.34,-1.19,0.21,-16.0,7.0,16.0,35.14,AtrÃ¡s
-0.2,-0.93,0.59,16.0,-16.0,13.79,35.1,AtrÃ¡s
-0.16,0.45,1.14,16.0,-16.0,15.07,35.09,Abajo
-0.08,1.11,-0.23,16.0,16.0,6.24,35.09,Frente
0.07,0.18,-0.98,-16.0,-16.0,16.0,35.1,PosiciÃ³n No VÃ¡lida
0.25,1.18,0.45,-16.0,16.0,-16.0,35.08,Frente
-0.16,0.11,0.94,-16.0,16.0,16.0,35.12,Abajo
-0.15,-0.77,0.03,-16.0,-1.32,16.0,35.11,AtrÃ¡s
-0.07,-0.6,0.83,16.0,-16.0,-16.0,35.12,Abajo
0.07,1.03,0.51,16.0,-16.0,-16.0,35.09,Frente
-0.04,0.45,-0.82,16.0,-16.0,-16.0,35.11,PosiciÃ³n No VÃ¡lida
-0.31,0.32,-1.18,-16.0,-16.0,9.51,35.09,PosiciÃ³n No VÃ¡lida
0.3,1.61,0.4,-16.0,-16.0,16.0,35.09,Frente
0.1,0.58,0.63,-16.0,16.0,-16.0,35.1,Frente
-0.21,0.0,1.05,-16.0,-16.0,16.0,35.11,Abajo
0.39,-0.62,0.95,16.0,-16.0,-16.0,35.06,Abajo
0.8,-0.22,0.34,-13.66,-16.0,16.0,35.07,Derecha
1.02,-0.31,-0.12,-5.62,-16.0,-15.93,35.08,Derecha
0.69,-0.13,-0.33,16.0,16.0,-16.0,35.11,Derecha
0.56,0.06,0.91,-8.38,16.0,-9.95,35.14,Abajo
-0.5,-0.04,0.85,-16.0,16.0,-16.0,35.09,Abajo
-0.69,-0.09,-0.2,16.0,16.0,-16.0,35.08,Izquierda
-1.13,-0.08,-0.18,-16.0,-16.0,-7.81,35.11,Izquierda
-0.96,0.05,0.15,-16.0,-16.0,7.95,35.11,Izquierda
0.1,0.22,1.02,6.48,-16.0,16.0,35.09,Abajo
0.54,-0.27,0.54,-16.0,-16.0,-11.42,35.1,Derecha
0.89,-0.37,-0.07,16.0,-16.0,-10.25,35.1,Derecha
0.57,-0.04,-0.37,-16.0,-14.62,-16.0,35.08,Derecha
0.9,0.06,0.25,16.0,16.0,-16.0,35.08,Derecha
0.62,0.59,1.24,16.0,16.0,16.0,35.1,Abajo
0.19,0.73,-0.09,16.0,-16.0,16.0,35.11,Frente
0.31,-0.6,-1.26,16.0,-0.61,16.0,35.08,AtrÃ¡s
-0.1,1.12,0.17,-16.0,16.0,16.0,35.09,Frente
0.16,0.06,1.28,-16.0,16.0,16.0,35.09,Abajo
-0.23,-0.85,-0.17,-16.0,16.0,16.0,35.08,AtrÃ¡s
-0.23,-0.96,-0.04,16.0,-16.0,-16.0,35.09,AtrÃ¡s
0.06,-0.39,0.88,16.0,-16.0,-16.0,35.09,Abajo
0.33,1.28,0.32,16.0,-16.0,-16.0,35.09,Frente
0.04,-0.61,-0.82,16.0,16.0,-1.85,35.06,AtrÃ¡s
-0.02,-0.01,-0.82,-16.0,-16.0,11.27,35.09,PosiciÃ³n No VÃ¡lida
0.54,0.9,1.32,-16.0,16.0,16.0,35.09,Abajo
-0.11,-0.91,0.77,-16.0,16.0,-14.88,35.09,AtrÃ¡s
-0.22,-1.3,-0.11,-16.0,4.55,16.0,35.08,AtrÃ¡s
-0.27,-0.88,-0.06,16.0,-16.0,-15.94,35.05,AtrÃ¡s
-0.18,-0.68,1.03,16.0,-16.0,0.58,35.08,Abajo
0.2,1.05,0.68,16.0,-16.0,-16.0,35.12,Frente
-0.08,-0.32,-1.22,16.0,-16.0,16.0,35.09,PosiciÃ³n No VÃ¡lida
-0.1,0.48,-0.56,-16.0,16.0,16.0,35.06,PosiciÃ³n No VÃ¡lida
0.12,0.7,0.62,-16.0,16.0,16.0,35.09,Frente
-0.05,-0.39,1.18,-16.0,16.0,16.0,35.1,Abajo
-0.02,-0.93,-0.52,-16.0,16.0,16.0,35.09,AtrÃ¡s
-0.19,-0.95,0.46,16.0,-16.0,-16.0,35.09,AtrÃ¡s
0.36,0.76,0.99,16.0,-16.0,-16.0,35.1,Abajo
0.03,0.19,-0.81,16.0,-16.0,16.0,35.06,PosiciÃ³n No VÃ¡lida
0.08,-0.09,-1.2,-16.0,-16.0,16.0,35.07,PosiciÃ³n No VÃ¡lida
0.18,0.18,0.81,-16.0,16.0,16.0,35.09,Abajo
0.8,-0.09,0.96,16.0,-16.0,7.0,35.05,Abajo
0.94,-0.14,-0.15,16.0,-16.0,-16.0,35.08,Derecha
0.98,-0.09,-0.06,16.0,16.0,-16.0,35.06,Derecha
0.48,-0.02,0.79,-16.0,16.0,-15.81,35.06,PosiciÃ³n No VÃ¡lida
-0.37,-0.12,1.14,16.0,16.0,16.0,35.05,Abajo
-0.18,0.79,0.24,16.0,-16.0,16.0,35.04,Frente
0.3,-0.06,-1.19,-15.92,-12.47,16.0,35.05,PosiciÃ³n No VÃ¡lida
0.33,0.91,0.78,-16.0,16.0,16.0,35.05,Frente
-0.01,-0.78,0.93,-16.0,16.0,16.0,35.05,Abajo
-0.12,-0.99,-0.23,-16.0,-1.59,16.0,35.07,AtrÃ¡s
-0.14,-0.83,-0.03,16.0,-16.0,-16.0,35.05,AtrÃ¡s
0.25,0.49,0.88,16.0,-16.0,-16.0,35.05,Abajo
0.19,1.19,-0.32,16.0,-16.0,-16.0,35.05,Frente
0.33,-0.36,-0.82,16.0,16.0,-16.0,35.07,PosiciÃ³n No VÃ¡lida
0.4,0.74,0.72,-16.0,16.0,16.0,35.05,Frente
0.42,-0.07,1.28,16.0,16.0,-16.0,35.05,Abajo
0.51,0.04,0.73,-16.0,-16.0,16.0,35.04,Derecha
0.82,0.17,-0.13,12.58,16.0,-16.0,35.05,Derecha
0.61,0.11,0.89,16.0,16.0,-6.64,35.07,Abajo
-0.39,0.28,1.17,-16.0,16.0,16.0,35.08,Abajo
-0.6,0.0,-0.2,16.0,16.0,-16.0,35.04,Izquierda
-0.74,0.08,0.25,-16.0,-16.0,16.0,35.09,Izquierda
-0.22,0.07,0.85,1.66,-16.0,16.0,35.04,Abajo
1.17,0.35,0.49,-16.0,-16.0,16.0,35.05,Derecha
1.23,0.68,0.08,15.88,16.0,-16.0,35.05,Frente
0.77,0.73,0.8,-16.0,16.0,-16.0,35.04,Frente
-0.21,0.11,0.78,-16.0,16.0,6.42,35.02,PosiciÃ³n No VÃ¡lida
-0.6,0.05,0.03,16.0,16.0,-16.0,35.05,Izquierda
-0.78,-0.01,-0.24,-16.0,16.0,-16.0,35.05,Izquierda
-0.69,0.0,0.2,16.0,-16.0,16.0,35.07,Izquierda
-0.32,0.47,0.92,16.0,-16.0,-1.95,35.06,Abajo
0.44,0.4,0.97,-16.0,-16.0,16.0,35.05,Abajo
0.79,0.14,0.32,-1.89,-16.0,16.0,35.04,Derecha
0.99,0.09,-0.14,-10.95,16.0,-0.64,35.03,Derecha
0.76,0.15,0.49,16.0,16.0,-16.0,35.04,Derecha
0.56,0.93,0.01,16.0,-16.0,-16.0,35.06,Frente
0.03,-0.3,-0.81,16.0,16.0,-16.0,35.06,PosiciÃ³n No VÃ¡lida
0.05,0.71,-0.42,-16.0,16.0,-16.0,35.07,Frente
0.03,0.76,0.91,-16.0,16.0,16.0,35.03,Abajo
-0.09,-0.42,0.61,-16.0,16.0,-16.0,35.06,PosiciÃ³n No VÃ¡lida
-0.13,-0.93,-0.07,16.0,-16.0,-8.59,35.02,AtrÃ¡s
-0.09,-0.73,0.79,16.0,-16.0,-16.0,35.04,AtrÃ¡s
0.31,0.56,0.87,16.0,-16.0,-16.0,35.05,Abajo
0.14,0.75,-0.59,16.0,-16.0,-16.0,35.05,Frente
0.2,-0.19,-0.82,-16.0,8.28,-16.0,35.04,PosiciÃ³n No VÃ¡lida
0.17,0.77,0.28,-16.0,15.88,16.0,35.04,Frente
0.16,-0.37,1.38,-16.0,16.0,16.0,35.02,Abajo
0.07,-0.68,-0.07,-16.0,16.0,-0.24,35.04,AtrÃ¡s
-0.21,-1.21,0.42,16.0,-16.0,-16.0,35.04,AtrÃ¡s
0.01,0.44,0.42,16.0,-16.0,-11.39,35.05,PosiciÃ³n No VÃ¡lida
-0.03,1.41,-0.12,16.0,-16.0,-16.0,35.04,Frente
0.31,-0.5,-0.91,-16.0,16.0,-16.0,35.02,AtrÃ¡s
-0.07,0.66,-0.82,-16.0,11.74,16.0,35.04,Frente
0.04,0.09,0.88,-16.0,16.0,16.0,34.99,Abajo
